,station_id,station_name,station_name_kana,fuken_id,type,Latitude (degree),Latitude (minute),latitude,Longitude (degree),Longitude (minute),longitude,height,f_pre,f_wsd,f_tem,f_sun,f_snc,End_year,End_month,End_day,obs_ended,note1,note2,note3,note4,note5,amedas_id1,amedas_id2,station_name_roman
382,47585,宮古,ミヤコ,33,S,39,38.8,39.6466666667,141,57.9,141.965,42.5,Y,Y,Y,Y,Y,9999,99,99,,,,,,,33472,33933,Miyako
383,0224,薬師岳,ヤクシダケ,33,A,39,31.7,39.5283333333,141,29.8,141.496666667,1604,Y,N,N,N,N,2005,10,3,2005-10-03 00:00:00,,,,,,,,Yakushidake
384,0225,黒森山,クロモリヤマ,33,A,39,29.7,39.495,140,47.5,140.791666667,644,Y,N,N,N,N,1993,8,1,1993-08-01 00:00:00,,,,,,,,Kuromoriyama
385,0226,豊沢,トヨサワ,33,A,39,28.8,39.48,140,58.1,140.968333333,300,Y,N,N,N,N,9999,99,99,,1983年11月15日までの地点名「駒頭山」,,,,,33566,,Toyosawa
386,0227,花巻,ハナマキ,33,A,39,25.7,39.4283333333,141,8.1,141.135,90,Y,Y,Y,N,N,9999,99,99,,,,,,,33576,,Hanamaki
387,0228,大迫,オオハサマ,33,A,39,28.2,39.47,141,16.7,141.278333333,150,Y,Y,Y,Y,N,9999,99,99,,,,,,,33581,,Oohasama
388,0229,湯田,ユダ,33,A,39,18.6,39.31,140,46.6,140.776666667,250,Y,Y,Y,Y,Y,9999,99,99,,,,,,,33631,33935,Yuda
389,0230,北上,キタカミ,33,A,39,17.3,39.2883333333,141,6.6,141.11,61,Y,Y,Y,Y,Y,9999,99,99,,,,,,,33716,33940,Kitakami
390,0231,遠野,トオノ,33,A,39,20.2,39.3366666667,141,32.3,141.538333333,273,Y,Y,Y,Y,Y,9999,99,99,,,,,,,33671,33930,Toono
391,0232,五葉山,ゴヨウサン,33,A,39,10.5,39.175,141,39.8,141.663333333,560,Y,N,N,N,N,2009,11,2,2009-11-02 00:00:00,,,,,,,,Goyousan
392,0233,釜石,カマイシ,33,A,39,16.2,39.27,141,52.7,141.878333333,5,Y,Y,Y,Y,N,9999,99,99,,,,,,,33751,,Kamaishi
393,0234,岳山,ダケヤマ,33,A,39,8,39.1333333333,140,52.6,140.876666667,973,Y,N,N,N,N,2005,10,3,2005-10-03 00:00:00,,,,,,,,Dakeyama
394,0235,若柳,ワカヤナギ,33,A,39,7.9,39.1316666667,141,3.8,141.063333333,100,Y,Y,Y,Y,N,9999,99,99,,,,,,,33776,,Wakayanagi
395,0236,江刺,エサシ,33,A,39,11,39.1833333333,141,9.7,141.161666667,42,Y,Y,Y,Y,N,9999,99,99,,,,,,,33781,,Esashi
396,47512,大船渡,オオフナト,33,S,39,3.8,39.0633333333,141,42.8,141.713333333,36.9,Y,Y,Y,Y,Y,9999,99,99,,,,,,,33877,33947,Oofunato
397,0238,一関,イチノセキ,33,A,38,56,38.9333333333,141,7.5,141.125,32,Y,Y,Y,Y,Y,9999,99,99,,,,,,,33911,33950,Ichinoseki
398,0239,千厩,センマヤ,33,A,38,55.3,38.9216666667,141,19.8,141.33,120,Y,Y,Y,Y,N,9999,99,99,,,,,,,33921,,Senmaya
399,0240,室根山,ムロネヤマ,33,A,38,58.2,38.97,141,27,141.45,883,Y,N,N,N,N,2005,10,3,2005-10-03 00:00:00,,,,,,,,Muroneyama
400,1028,祭畤,マツルベ,33,A,39,0.6,39.01,140,51.9,140.865,350,Y,N,N,N,Y,9999,99,99,,,,,,,33831,33945,Matsurube
401,1032,好摩,コウマ,33,A,39,52.1,39.8683333333,141,10,141.166666667,205,Y,Y,Y,Y,N,9999,99,99,,,,,,,33296,,Kouma
402,1033,山田,ヤマダ,33,A,39,27,39.45,141,57.4,141.956666667,24,Y,Y,Y,Y,N,9999,99,99,,,,,,,33616,,Yamada
403,1037,大野,オオノ,33,A,40,16.8,40.28,141,40,141.666666667,200,Y,N,N,N,N,9999,99,99,,,,,,,33086,,Oono
404,1045,衣川,コロモガワ,33,A,39,3,39.05,141,2.7,141.045,75,Y,N,N,N,N,9999,99,99,,,,,,,33841,,Koromogawa
405,1078,薮川,ヤブカワ,33,A,39,47,39.7833333333,141,19.7,141.328333333,680,Y,Y,Y,Y,N,9999,99,99,,2012年5月31日までの地点名「藪川」,,,,,33371,,Yabukawa
406,1113,米里,ヨネサト,33,A,39,14,39.2333333333,141,18.6,141.31,170,Y,N,N,N,N,9999,99,99,,,,,,,33726,,Yonesato
407,1118,沢内,サワウチ,33,A,39,28.8,39.48,140,47.9,140.798333333,327,Y,Y,Y,Y,N,9999,99,99,,,,,,,33561,,Sawauchi
408,1120,荒屋,アラヤ,33,A,40,6.2,40.1033333333,141,3,141.05,290,Y,Y,Y,Y,N,9999,99,99,,,,,,,33166,,Araya
409,1123,普代,フダイ,33,A,40,0.2,40.0033333333,141,53,141.883333333,8,Y,Y,Y,Y,N,9999,99,99,,,,,,,33206,,Fudai
410,1128,紫波,シワ,33,A,39,32.8,39.5466666667,141,7.6,141.126666667,125,Y,Y,Y,Y,N,9999,99,99,,,,,,,33501,,Shiwa
411,1168,葛根田,カッコンダ,33,A,39,46.5,39.775,140,56.7,140.945,350,Y,N,N,N,N,9999,99,99,,,,,,,33351,,Kakkonda
412,1206,住田,スミタ,33,A,39,8.5,39.1416666667,141,34.4,141.573333333,80,Y,Y,Y,Y,N,9999,99,99,,,,,,,33801,,Sumita
413,1212,小本,オモト,33,A,39,50.4,39.84,141,57.3,141.955,10,Y,Y,Y,Y,N,9999,99,99,,,,,,,33336,,Omoto
414,1215,奥中山,オクナカヤマ,33,A,40,3.6,40.06,141,13.5,141.225,430,Y,Y,Y,Y,Y,9999,99,99,,,,,,,33176,33915,Okunakayama
415,1219,山形,ヤマガタ,33,A,40,8.9,40.1483333333,141,34.3,141.571666667,290,Y,Y,Y,Y,N,9999,99,99,,,,,,,33136,,Yamagata
416,1224,川井,カワイ,33,A,39,35.9,39.5983333333,141,40.9,141.681666667,192,Y,Y,Y,Y,N,9999,99,99,,,,,,,33526,,Kawai
417,1225,門馬,カドマ,33,A,39,38,39.6333333333,141,26.2,141.436666667,620,Y,Y,Y,Y,N,1993,10,7,1993-10-07 00:00:00,,,,,,,,Kadoma
418,1332,下戸鎖,シモトクサリ,33,A,40,5,40.0833333333,141,42.7,141.711666667,239,Y,N,N,N,N,9999,99,99,,,,,,,33201,,Shimotokusari
419,1447,区界,クザカイ,33,A,39,39,39.65,141,21.2,141.353333333,760,Y,Y,Y,Y,Y,9999,99,99,,,,,,,33441,33955,Kuzakai
420,1508,大槌,オオツチ,33,A,39,26.3,39.4383333333,141,48.4,141.806666667,120,Y,N,N,N,N,9999,99,99,,,,,,,33611,,Ootsuchi
421,1557,大東,ダイトウ,33,A,39,2.3,39.0383333333,141,17.8,141.296666667,140,Y,N,N,N,N,9999,99,99,,,,,,,33856,,Daitou
422,1558,金ヶ崎,カネガサキ,33,A,39,13.5,39.225,141,0.9,141.015,170,Y,N,N,N,N,9999,99,99,,,,,,,33711,,Kanegasaki
423,1560,滝沢,タキザワ,33,A,39,46.8,39.78,141,5.8,141.096666667,210,Y,N,N,N,N,9999,99,99,,,,,,,33361,,Takizawa
424,1563,附馬牛,ツキモウシ,33,A,39,27.4,39.4566666667,141,30.4,141.506666667,440,Y,N,N,N,N,9999,99,99,,,,,,,33596,,Tsukimoushi
425,1598,厳美,ゲンビ,33,A,38,59,38.9833333333,140,54.7,140.911666667,230,Y,N,N,N,N,2008,9,2,2008-09-02 00:00:00,,,,,,,,Genbi
426,1627,刈屋,カリヤ,33,A,39,38.5,39.6416666667,141,46.4,141.773333333,140,Y,N,N,N,N,9999,99,99,,,,,,,33461,,Kariya
427,1628,小鎚,コヅチ,33,A,39,21.6,39.36,141,52.7,141.878333333,10,Y,Y,Y,N,N,9999,99,99,,,,,,,33686,,Koduchi
428,1629,陸前高田,リクゼンタカタ,33,A,39,1.5,39.025,141,37.8,141.63,61,Y,Y,Y,N,N,9999,99,99,,,,,,,33871,,Rikuzentakata
429,0241,栗駒山,クリコマヤマ,34,A,38,56.7,38.945,140,48.2,140.803333333,1100,Y,N,N,N,N,1979,10,30,1979-10-30 00:00:00,,,,,,,,Kurikomayama
430,0242,気仙沼,ケセンヌマ,34,A,38,54.5,38.9083333333,141,33.3,141.555,62,Y,Y,Y,Y,N,9999,99,99,,,,,,,34026,,Kesen'Numa
431,0243,川渡,カワタビ,34,A,38,44.6,38.7433333333,140,45.6,140.76,170,Y,Y,Y,Y,Y,9999,99,99,,,,,,,34096,34900,Kawatabi
432,0244,築館,ツキダテ,34,A,38,44.1,38.735,141,0.3,141.005,25,Y,Y,Y,Y,N,9999,99,99,,,,,,,34111,,Tsukidate
433,0245,箕輪山,ミノワヤマ,34,A,38,39.8,38.6633333333,140,38.4,140.64,680,Y,N,N,N,N,2005,10,12,2005-10-12 00:00:00,,,,,,,,Minowayama
434,0246,志津川,シヅガワ,34,A,38,40.9,38.6816666667,141,26.9,141.448333333,39,Y,Y,Y,Y,N,9999,99,99,,,,,,,34186,,Shidugawa
435,0247,古川,フルカワ,34,A,38,35.9,38.5983333333,140,54.7,140.911666667,28,Y,Y,Y,Y,Y,9999,99,99,,,,,,,34216,34910,Furukawa
436,0248,大衡,オオヒラ,34,A,38,28.4,38.4733333333,140,53.3,140.888333333,57,Y,Y,Y,Y,N,9999,99,99,,,,,,,34266,,Oohira
437,0249,鹿島台,カシマダイ,34,A,38,27.6,38.46,141,5.5,141.091666667,3,Y,Y,Y,Y,N,9999,99,99,,,,,,,34276,,Kashimadai
438,47592,石巻,イシノマキ,34,S,38,25.6,38.4266666667,141,17.9,141.298333333,42.5,Y,Y,Y,Y,Y,9999,99,99,,,,,,,34292,34913,Ishinomaki
439,0251,新川,ニッカワ,34,A,38,18.2,38.3033333333,140,38.2,140.636666667,265,Y,Y,Y,Y,Y,9999,99,99,,,,,,,34311,34915,Nikkawa
440,0252,鷹巣山,タカノスヤマ,34,A,38,15.8,38.2633333333,140,35.5,140.591666667,705,Y,N,N,N,N,1996,10,25,1996-10-25 00:00:00,,,,,,,,Takanosuyama
441,47590,仙台,センダイ,34,S,38,15.7,38.2616666667,140,53.8,140.896666667,38.9,Y,Y,Y,Y,Y,9999,99,99,,,,,,,34392,34917,Sendai
442,0254,川崎,カワサキ,34,A,38,10.7,38.1783333333,140,38.1,140.635,200,Y,Y,Y,Y,N,2005,10,26,2005-10-26 00:00:00,,,,,,,,Kawasaki
443,0255,不忘山,フボウヤマ,34,A,38,4.3,38.0716666667,140,30.1,140.501666667,1050,Y,N,N,N,N,2009,11,2,2009-11-02 00:00:00,,,,,,,,Fubouyama
444,0256,白石,シロイシ,34,A,38,0.9,38.015,140,36.7,140.611666667,86,Y,Y,Y,Y,Y,9999,99,99,,,,,,,34461,34920,Shiroishi
445,0257,亘理,ワタリ,34,A,38,1.5,38.025,140,51.5,140.858333333,4,Y,Y,Y,Y,N,9999,99,99,,,,,,,34471,,Watari
446,0985,雄勝,オガツ,34,A,38,31.3,38.5216666667,141,28.2,141.47,5,Y,N,N,N,N,9999,99,99,,,,,,,34241,,Ogatsu
447,1029,米山,ヨネヤマ,34,A,38,37.6,38.6266666667,141,11.3,141.188333333,5,Y,Y,Y,Y,N,9999,99,99,,,,,,,34171,,Yoneyama
448,1030,塩釜,シオガマ,34,A,38,20.3,38.3383333333,141,0.8,141.013333333,105,Y,Y,Y,Y,N,9999,99,99,,,,,,,34331,,Shiogama
449,1126,駒ノ湯,コマノユ,34,A,38,54.8,38.9133333333,140,49.7,140.828333333,525,Y,Y,Y,Y,Y,9999,99,99,,,,,,,34012,34906,Komanoyu
450,1220,丸森,マルモリ,34,A,37,55.9,37.9316666667,140,46.7,140.778333333,18,Y,Y,Y,Y,N,9999,99,99,,,,,,,34506,,Marumori
451,1267,花山,ハナヤマ,34,A,38,46.4,38.7733333333,140,52,140.866666667,150,Y,N,N,N,N,2001,9,27,2001-09-27 00:00:00,,,,,,,,Hanayama
452,1290,江ノ島,エノシマ,34,A,38,23.9,38.3983333333,141,35.8,141.596666667,40,Y,Y,Y,Y,N,9999,99,99,,,,,,,34361,,Enoshima
453,1298,筆甫,ヒッポ,34,A,37,49.6,37.8266666667,140,43.7,140.728333333,305,Y,N,N,N,N,9999,99,99,,,,,,,34526,,Hippo
454,1365,泉ケ岳,イズミガダケ,34,A,38,24.4,38.4066666667,140,43.3,140.721666667,630,Y,N,N,N,N,9999,99,99,,,,,,,34262,,Izumigadake
455,1464,名取,ナトリ,34,A,38,8.3,38.1383333333,140,55,140.916666667,2,Y,Y,Y,N,N,9999,99,99,,,,,,,34436,,Natori
456,1526,鴬沢,ウグイスザワ,34,A,38,48.3,38.805,140,56.9,140.948333333,33,Y,N,N,N,N,9999,99,99,,,,,,,34056,,Uguisuzawa
457,1561,加美,カミ,34,A,38,34.3,38.5716666667,140,43.6,140.726666667,195,Y,N,N,N,N,9999,99,99,,,,,,,34206,,Kami
458,1564,蔵王,ザオウ,34,A,38,7.6,38.1266666667,140,40.8,140.68,112,Y,Y,Y,Y,N,9999,99,99,,,,,,,34462,,Zaou
459,1597,栗駒深山,クリコマフカヤマ,34,A,38,51.8,38.8633333333,140,50.6,140.843333333,550,Y,N,N,N,N,2008,10,22,2008-10-22 00:00:00,,,,,,,,Kurikomafukayama
460,1600,栗駒,クリコマ,34,A,38,56.4,38.94,140,49,140.816666667,850,N,N,N,N,Y,1997,4,28,1997-04-28 00:00:00,,,,,,,,Kurikoma
461,1626,女川,オナガワ,34,A,38,27.2,38.4533333333,141,26.4,141.44,35,Y,Y,Y,N,N,9999,99,99,,,,,,,34296,,Onagawa
462,1630,桃生,モノウ,34,A,38,33.6,38.56,141,14.7,141.245,5,Y,Y,Y,N,N,9999,99,99,,,,,,,34231,,Monou
463,1631,東松島,ヒガシマツシマ,34,A,38,25.6,38.4266666667,141,12.8,141.213333333,4,Y,Y,Y,N,N,9999,99,99,,,,,,,34286,,Higashimatsushima
464,1632,岩沼,イワヌマ,34,A,38,6.4,38.1066666667,140,52.6,140.876666667,4,Y,N,N,N,N,9999,99,99,,,,,,,34431,,Iwanuma
465,0258,鳥海山,チョウカイサン,35,A,39,4,39.0666666667,140,2.2,140.036666667,1199,Y,N,N,N,N,2009,11,2,2009-11-02 00:00:00,,,,,,,,Choukaisan
466,47587,酒田,サカタ,35,S,38,54.5,38.9083333333,139,50.6,139.843333333,3.1,Y,Y,Y,Y,Y,9999,99,99,,,,,,,35052,35955,Sakata
467,0260,差首鍋,サスナベ,35,A,38,55.1,38.9183333333,140,12,140.2,88,Y,Y,Y,Y,N,9999,99,99,,,,,,,35071,,Sasunabe
468,0261,太平山,タイヘイザン,35,A,38,54.1,38.9016666667,140,23.1,140.385,509,Y,N,N,N,N,1998,1,29,1998-01-29 00:00:00,,,,,,,,Taiheizan
469,0262,金山,カネヤマ,35,A,38,52.7,38.8783333333,140,19.9,140.331666667,170,Y,Y,Y,Y,Y,9999,99,99,,,,,,,35116,35900,Kaneyama
470,0263,鶴岡,ツルオカ,35,A,38,44.1,38.735,139,49.7,139.828333333,16,Y,Y,Y,Y,N,9999,99,99,,,,,,,35141,,Tsuruoka
471,0264,狩川,カリカワ,35,A,38,48,38.8,139,58.4,139.973333333,17,Y,Y,Y,Y,Y,9999,99,99,,,,,,,35146,35905,Karikawa
472,47520,新庄,シンジヨウ,35,S,38,45.4,38.7566666667,140,18.7,140.311666667,105.1,Y,Y,Y,Y,Y,9999,99,99,,,,,,,35162,35907,Shinjiyou
473,0266,瀬見,セミ,35,A,38,45.3,38.755,140,24.8,140.413333333,150,Y,N,N,N,N,9999,99,99,,,,,,,35171,,Semi
474,0267,温海岳,アツミダケ,35,A,38,37.7,38.6283333333,139,37.8,139.63,620,Y,N,N,N,N,2009,11,2,2009-11-02 00:00:00,,,,,,,,Atsumidake
475,0268,櫛引,クシビキ,35,A,38,40.3,38.6716666667,139,50.9,139.848333333,33,Y,N,N,N,Y,9999,99,99,,,,,,,35201,35910,Kushibiki
476,0269,月山,ガッサン,35,A,38,29.9,38.4983333333,140,6.1,140.101666667,770,Y,N,N,N,N,2009,11,2,2009-11-02 00:00:00,,,,,,,,Gassan
477,0270,銀山,ギンザン,35,A,38,33.7,38.5616666667,140,31.6,140.526666667,440,Y,N,N,N,N,2005,10,24,2005-10-24 00:00:00,,,,,,,,Ginzan
478,0271,楯岡,タテオカ,35,A,38,28.4,38.4733333333,140,23.9,140.398333333,118,Y,Y,Y,Y,N,2002,6,4,2002-06-04 00:00:00,,,,,,,,Tateoka
479,0272,左沢,アテラザワ,35,A,38,22.2,38.37,140,11.5,140.191666667,133,Y,Y,Y,Y,Y,9999,99,99,,,,,,,35376,35945,Aterazawa
480,47588,山形,ヤマガタ,35,S,38,15.3,38.255,140,20.7,140.345,152.5,Y,Y,Y,Y,Y,9999,99,99,,,,,,,35426,35927,Yamagata
481,0274,葉山,ハヤマ,35,A,38,9.7,38.1616666667,139,58.9,139.981666667,970,Y,N,N,N,N,1984,10,1,1984-10-01 00:00:00,,,,,,,,Hayama
482,0275,長井,ナガイ,35,A,38,6.3,38.105,140,0.9,140.015,210,Y,Y,Y,Y,Y,9999,99,99,,,,,,,35456,35930,Nagai
483,0276,蔵王山,ザオウサン,35,A,38,9.4,38.1566666667,140,26,140.433333333,1660,Y,N,N,N,N,2009,11,2,2009-11-02 00:00:00,,,,,,,,Zaousan
484,0277,小国,オグニ,35,A,38,4.7,38.0783333333,139,44.1,139.735,140,Y,Y,Y,Y,Y,9999,99,99,,,,,,,35486,35935,Oguni
485,0278,高峰,タカミネ,35,A,37,59.9,37.9983333333,139,57.4,139.956666667,250,Y,Y,Y,Y,N,9999,99,99,,,,,,,35541,,Takamine
486,0279,米沢,ヨネザワ,35,A,37,54.7,37.9116666667,140,8.6,140.143333333,245,Y,Y,Y,Y,Y,9999,99,99,,,,,,,35552,35940,Yonezawa
487,0280,西吾妻山,ニシアヅマヤマ,35,A,37,46,37.7666666667,140,8.3,140.138333333,1530,Y,N,N,N,N,2009,11,2,2009-11-02 00:00:00,,,,,,,,Nishiadumayama
488,0910,向町,ムカイマチ,35,A,38,45.5,38.7583333333,140,31,140.516666667,212,Y,Y,Y,Y,Y,9999,99,99,,,,,,,35176,35950,Mukaimachi
489,1038,上草津,カミクサツ,35,A,38,59.7,38.995,140,1.7,140.028333333,178,Y,N,N,N,N,9999,99,99,,,,,,,35061,,Kamikusatsu
490,1039,尾花沢,オバナザワ,35,A,38,36.5,38.6083333333,140,24.7,140.411666667,106,Y,Y,Y,Y,Y,9999,99,99,,,,,,,35231,35915,Obanazawa
491,1040,鼠ケ関,ネズガセキ,35,A,38,34,38.5666666667,139,33.1,139.551666667,18,Y,Y,Y,Y,N,9999,99,99,,,,,,,35246,,Nezugaseki
492,1103,山毛欅潰山,ブナツブレヤマ,35,A,37,54.7,37.9116666667,139,48.9,139.815,890,Y,N,N,N,N,1980,10,20,1980-10-20 00:00:00,,,,,,,,Bunatsubureyama
493,1125,肘折,ヒジオリ,35,A,38,36.4,38.6066666667,140,9.8,140.163333333,330,Y,Y,Y,Y,Y,9999,99,99,,,,,,,35216,35920,Hijiori
494,1132,高畠,タカハタ,35,A,38,0.2,38.0033333333,140,12.4,140.206666667,220,Y,Y,Y,Y,N,9999,99,99,,,,,,,35511,,Takahata
495,1169,落合,オチアイ,35,A,38,36.3,38.605,139,50.1,139.835,99,Y,N,N,N,N,1977,11,2,1977-11-02 00:00:00,,,,,,,,Ochiai
496,1291,飛島,トビシマ,35,A,39,11,39.1833333333,139,32.6,139.543333333,58,Y,Y,Y,Y,N,9999,99,99,,,,,,,35002,,Tobishima
497,1292,大井沢,オオイサワ,35,A,38,23.4,38.39,139,59.6,139.993333333,440,Y,Y,Y,Y,Y,9999,99,99,,,,,,,35361,35925,Ooisawa
498,1357,荒沢,アラサワ,35,A,38,30.4,38.5066666667,139,46.9,139.781666667,273,Y,N,N,N,N,9999,99,99,,,,,,,35256,,Arasawa
499,1372,中津川,ナカツガワ,35,A,37,54.6,37.91,139,50.6,139.843333333,390,Y,N,N,N,N,9999,99,99,,,,,,,35537,,Nakatsugawa
500,1428,白鷹山,シラタカヤマ,35,A,38,13.3,38.2216666667,140,11.1,140.185,860,Y,N,N,N,N,2009,11,2,2009-11-02 00:00:00,,,,,,,,Shiratakayama
501,1465,浜中,ハマナカ,35,A,38,48.7,38.8116666667,139,47.2,139.786666667,22,Y,Y,Y,N,N,9999,99,99,,,,,,,35086,,Hamanaka
502,1488,東根,ヒガシネ,35,A,38,24.7,38.4116666667,140,22.2,140.37,105,Y,Y,Y,N,N,9999,99,99,,,,,,,35334,,Higashine
503,1539,村山,ムラヤマ,35,A,38,27.6,38.46,140,20.9,140.348333333,80,Y,Y,Y,Y,N,9999,99,99,,,,,,,35332,,Murayama
504,1562,上山中山,カミノヤマナカヤマ,35,A,38,7,38.1166666667,140,12.8,140.213333333,270,Y,N,N,N,N,9999,99,99,,,,,,,35466,,Kaminoyamanakayama
505,0295,浪江,ナミエ,36,A,37,29.5,37.4916666667,140,57.9,140.965,47,Y,Y,Y,Y,N,9999,99,99,,,,,,,36411,,Namie
506,0304,小野新町,オノニイマチ,36,A,37,17.2,37.2866666667,140,37.5,140.625,433,Y,Y,Y,Y,N,9999,99,99,,,,,,,36591,,Ononiimachi
507,1034,広野,ヒロノ,36,A,37,14,37.2333333333,141,0,141,43,Y,Y,Y,Y,N,9999,99,99,,,,,,,36611,,Hirono
508,1129,川内,カワウチ,36,A,37,20.2,37.3366666667,140,48.5,140.808333333,410,Y,Y,Y,Y,N,9999,99,99,,,,,,,36501,,Kawauchi
509,0285,相馬,ソウマ,36,A,37,47,37.7833333333,140,55.5,140.925,9,Y,Y,Y,Y,N,9999,99,99,,,,,,,36151,,Souma
510,0299,郡山,コオリヤマ,36,A,37,22.1,37.3683333333,140,19.8,140.33,249,Y,Y,Y,Y,N,9999,99,99,,,,,,,36476,,Kooriyama
511,0281,梁川,ヤナガワ,36,A,37,51.1,37.8516666667,140,35.3,140.588333333,43,Y,Y,Y,Y,N,9999,99,99,,,,,,,36066,,Yanagawa
512,0282,稲荷峠,イナリトウゲ,36,A,37,45.4,37.7566666667,139,44.1,139.735,800,Y,N,N,N,N,2009,11,2,2009-11-02 00:00:00,,,,,,,,Inaritouge
513,0283,吾妻山,アヅマヤマ,36,A,37,43.3,37.7216666667,140,16.5,140.275,1300,Y,N,N,N,N,2009,11,2,2009-11-02 00:00:00,,,,,,,,Adumayama
514,47595,福島,フクシマ,36,S,37,45.5,37.7583333333,140,28.2,140.47,67.4,Y,Y,Y,Y,Y,9999,99,99,,,,,,,36126,36955,Fukushima
515,0286,喜多方,キタカタ,36,A,37,39.5,37.6583333333,139,51.8,139.863333333,212,Y,Y,Y,Y,N,9999,99,99,,,,,,,36176,,Kitakata
516,0287,八木沢,ヤギサワ,36,A,37,41.8,37.6966666667,140,49.2,140.82,540,Y,N,N,N,N,2005,3,31,2005-03-31 00:00:00,,,,,,,,Yagisawa
517,0288,原町,ハラマチ,36,A,37,38.3,37.6383333333,140,59.1,140.985,10,Y,N,N,N,N,9999,99,99,,,,,,,36231,,Haramachi
518,0289,飯谷山,イイタニヤマ,36,A,37,31.6,37.5266666667,139,41,139.683333333,720,Y,N,N,N,N,2005,4,20,2005-04-20 00:00:00,,,,,,,,Iitaniyama
519,0290,猪苗代,イナワシロ,36,A,37,33.3,37.555,140,7.3,140.121666667,522,Y,Y,Y,Y,Y,9999,99,99,,,,,,,36276,36910,Inawashiro
520,0291,二本松,ニホンマツ,36,A,37,35,37.5833333333,140,25.8,140.43,235,Y,Y,Y,Y,N,9999,99,99,,,,,,,36291,,Nihonmatsu
521,0292,白馬石山,シラウマイシヤマ,36,A,37,34.8,37.58,140,43.5,140.725,640,Y,N,N,N,N,1981,10,26,1981-10-26 00:00:00,,,,,,,,Shiraumaishiyama
522,47570,若松,ワカマツ,36,S,37,29.3,37.4883333333,139,54.6,139.91,212.1,Y,Y,Y,Y,Y,9999,99,99,,,,,,,36361,36923,Wakamatsu
523,0294,船引,フネヒキ,36,A,37,26.1,37.435,140,34.6,140.576666667,421,Y,Y,Y,Y,N,9999,99,99,,,,,,,36391,,Funehiki
524,0296,浅草岳,アサクサダケ,36,A,37,20.6,37.3433333333,139,14.2,139.236666667,1520,Y,N,N,N,N,1977,10,14,1977-10-14 00:00:00,,,,,,,,Asakusadake
525,0297,只見,タダミ,36,A,37,20.6,37.3433333333,139,18.8,139.313333333,377,Y,Y,Y,Y,Y,9999,99,99,,,,,,,36426,36915,Tadami
526,0298,博士峠,ハカセトウゲ,36,A,37,20.4,37.34,139,43.4,139.723333333,1233,Y,N,N,N,N,2009,11,2,2009-11-02 00:00:00,,,,,,,,Hakasetouge
527,0300,富岡,トミオカ,36,A,37,20.8,37.3466666667,141,1,141.016666667,50,Y,N,N,N,N,9999,99,99,,,,,,,36511,,Tomioka
528,0301,南郷,ナンゴウ,36,A,37,15.9,37.265,139,32.2,139.536666667,494,Y,Y,Y,Y,Y,9999,99,99,,,,,,,36536,36925,Nangou
529,0302,駒止峠,コマドメトウゲ,36,A,37,12.6,37.21,139,36.8,139.613333333,1145,Y,N,N,N,N,2009,11,2,2009-11-02 00:00:00,,,,,,,,Komadometouge
530,0303,田島,タジマ,36,A,37,12.4,37.2066666667,139,47.7,139.795,544,Y,Y,Y,Y,Y,9999,99,99,,,,,,,36641,36935,Tajima
531,0305,観音山,カンノンヤマ,36,A,37,11,37.1833333333,139,55.5,139.925,1050,Y,N,N,N,N,1978,10,16,1978-10-16 00:00:00,,,,,,,,Kan'Non'Yama
532,47597,白河,シラカワ,36,S,37,7.9,37.1316666667,140,12.9,140.215,355,Y,Y,Y,Y,Y,9999,99,99,,,,,,,36667,36937,Shirakawa
533,0307,石川,イシカワ,36,A,37,8.8,37.1466666667,140,27.6,140.46,290,Y,Y,Y,Y,N,9999,99,99,,,,,,,36676,,Ishikawa
534,0308,山王峠,サンノウトウゲ,36,A,37,4.1,37.0683333333,139,43.9,139.731666667,1080,Y,N,N,N,N,2009,11,2,2009-11-02 00:00:00,,,,,,,,San'Noutouge
535,0309,大辷山,オオツベヤマ,36,A,37,4.8,37.08,140,38.2,140.636666667,688,Y,N,N,N,N,2009,11,2,2009-11-02 00:00:00,,,,,,,,Ootsubeyama
536,0310,平,タイラ,36,A,37,3.9,37.065,140,52.6,140.876666667,12,Y,N,N,N,N,9999,99,99,,,,,,,36781,,Taira
537,0311,田代山,タシロヤマ,36,A,36,58.8,36.98,139,28.9,139.481666667,1920,Y,N,N,N,N,2009,11,2,2009-11-02 00:00:00,,,,,,,,Tashiroyama
538,0312,東白川,ヒガシシラカワ,36,A,36,56.3,36.9383333333,140,24.5,140.408333333,183,Y,Y,Y,Y,N,9999,99,99,,,,,,,36821,,Higashishirakawa
539,47598,小名浜,オナハマ,36,S,36,56.8,36.9466666667,140,54.2,140.903333333,3.3,Y,Y,Y,Y,Y,9999,99,99,,,,,,,36846,,Onahama
540,1031,西会津,ニシアイヅ,36,A,37,35.3,37.5883333333,139,39.4,139.656666667,165,Y,Y,Y,Y,Y,9999,99,99,,,,,,,36251,36905,Nishiaidu
541,1044,金山,カネヤマ,36,A,37,28.4,37.4733333333,139,31.7,139.528333333,296,Y,Y,Y,Y,Y,9999,99,99,,,,,,,36342,36921,Kaneyama
542,1116,鷲倉,ワシクラ,36,A,37,40.1,37.6683333333,140,15.6,140.26,1220,Y,Y,Y,Y,N,9999,99,99,,,,,,,36196,,Washikura
543,1127,上遠野,カトオノ,36,A,37,0.5,37.0083333333,140,44.2,140.736666667,125,Y,Y,Y,Y,N,2009,3,16,2009-03-16 00:00:00,,,,,,,,Katoono
