date,ipotpi.hadisst2
1971-02-01,-1.52
1971-03-01,-1.28
1971-04-01,-1.04
1971-05-01,-1.11
1971-06-01,-1.19
1971-07-01,-1.11
1971-08-01,-0.96
1971-09-01,-0.81
1971-10-01,-1.06
1971-11-01,-1.12
1971-12-01,-1.13
1972-01-01,-0.67
1972-02-01,-0.3
1972-03-01,-0.37
1972-04-01,0.12
1972-05-01,0.1
1972-06-01,0.38
1972-07-01,0.67
1972-08-01,1.02
1972-09-01,1.07
1972-10-01,1.22
1972-11-01,1.27
1972-12-01,1.42
1973-01-01,1.08
1973-02-01,0.43
1973-03-01,0.05
1973-04-01,-0.44
1973-05-01,-0.63
1973-06-01,-1.01
1973-07-01,-0.82
1973-08-01,-1.18
1973-09-01,-1.39
1973-10-01,-1.48
1973-11-01,-1.66
1973-12-01,-1.79
1974-01-01,-1.63
1974-02-01,-1.48
1974-03-01,-0.97
1974-04-01,-0.85
1974-05-01,-0.69
1974-06-01,-0.48
1974-07-01,-0.55
1974-08-01,-0.37
1974-09-01,-0.79
1974-10-01,-1.11
1974-11-01,-0.97
1974-12-01,-0.99
1975-01-01,-0.92
1975-02-01,-0.74
1975-03-01,-0.91
1975-04-01,-0.82
1975-05-01,-1.2
1975-06-01,-1.04
1975-07-01,-0.93
1975-08-01,-1.12
1975-09-01,-1.32
1975-10-01,-1.61
1975-11-01,-1.61
1975-12-01,-1.73
1976-01-01,-1.6
1976-02-01,-0.96
1976-03-01,-0.92
1976-04-01,-0.88
1976-05-01,-0.39
1976-06-01,-0.0
1976-07-01,0.4
1976-08-01,0.54
1976-09-01,0.59
1976-10-01,0.73
1976-11-01,0.64
1976-12-01,0.39
1977-01-01,0.77
1977-02-01,0.57
1977-03-01,0.2
1977-04-01,-0.2
1977-05-01,0.05
1977-06-01,0.38
1977-07-01,0.46
1977-08-01,0.18
1977-09-01,0.18
1977-10-01,0.4
1977-11-01,0.67
1977-12-01,0.55
1978-01-01,0.62
1978-02-01,0.45
1978-03-01,0.16
1978-04-01,-0.11
1978-05-01,-0.13
1978-06-01,-0.55
1978-07-01,-0.47
1978-08-01,-0.52
1978-09-01,-0.49
1978-10-01,-0.12
1978-11-01,0.02
1978-12-01,-0.0
1979-01-01,0.06
1979-02-01,0.03
1979-03-01,-0.06
1979-04-01,0.23
1979-05-01,0.35
1979-06-01,0.23
1979-07-01,0.08
1979-08-01,0.12
1979-09-01,0.45
1979-10-01,0.38
1979-11-01,0.33
1979-12-01,0.44
1980-01-01,0.42
1980-02-01,0.32
1980-03-01,0.33
1980-04-01,0.62
1980-05-01,0.6
1980-06-01,0.23
1980-07-01,-0.1
1980-08-01,-0.06
1980-09-01,0.04
1980-10-01,0.22
1980-11-01,0.19
1980-12-01,0.25
1981-01-01,-0.15
1981-02-01,-0.23
1981-03-01,-0.02
1981-04-01,-0.3
1981-05-01,-0.1
1981-06-01,-0.04
1981-07-01,-0.08
1981-08-01,-0.0
1981-09-01,-0.17
1981-10-01,-0.07
1981-11-01,0.15
1981-12-01,0.03
1982-01-01,-0.04
1982-02-01,0.2
1982-03-01,0.25
1982-04-01,0.61
1982-05-01,0.65
1982-06-01,0.87
1982-07-01,1.06
1982-08-01,1.21
1982-09-01,1.62
1982-10-01,1.81
1982-11-01,1.8
1982-12-01,1.97
1983-01-01,2.08
1983-02-01,1.96
1983-03-01,1.69
1983-04-01,1.34
1983-05-01,1.18
1983-06-01,1.26
1983-07-01,1.27
1983-08-01,0.91
1983-09-01,0.43
1983-10-01,0.08
1983-11-01,-0.1
1983-12-01,0.16
1984-01-01,0.26
1984-02-01,0.14
1984-03-01,0.13
1984-04-01,-0.07
1984-05-01,-0.3
1984-06-01,-0.6
1984-07-01,-0.45
1984-08-01,-0.33
1984-09-01,-0.1
1984-10-01,-0.12
1984-11-01,-0.42
1984-12-01,-0.95
1985-01-01,-0.55
1985-02-01,-0.55
1985-03-01,-0.59
1985-04-01,-0.53
1985-05-01,-0.45
1985-06-01,-0.37
1985-07-01,-0.25
1985-08-01,-0.29
1985-09-01,-0.29
1985-10-01,-0.19
1985-11-01,-0.17
1985-12-01,-0.06
1986-01-01,-0.36
1986-02-01,-0.16
1986-03-01,0.07
1986-04-01,0.1
1986-05-01,0.12
1986-06-01,0.19
1986-07-01,0.41
1986-08-01,0.63
1986-09-01,0.59
1986-10-01,0.84
1986-11-01,1.09
1986-12-01,1.31
1987-01-01,1.15
1987-02-01,1.16
1987-03-01,1.17
1987-04-01,1.16
1987-05-01,1.09
1987-06-01,1.23
1987-07-01,1.55
1987-08-01,1.58
1987-09-01,1.62
1987-10-01,1.59
1987-11-01,1.26
1987-12-01,1.19
1988-01-01,0.9
1988-02-01,0.4
1988-03-01,0.31
1988-04-01,0.01
1988-05-01,-0.61
1988-06-01,-0.95
1988-07-01,-1.05
1988-08-01,-1.15
1988-09-01,-1.23
1988-10-01,-1.6
1988-11-01,-1.57
1988-12-01,-1.47
1989-01-01,-1.59
1989-02-01,-1.01
1989-03-01,-0.99
1989-04-01,-0.78
1989-05-01,-0.75
1989-06-01,-0.62
1989-07-01,-0.48
1989-08-01,-0.6
1989-09-01,-0.63
1989-10-01,-0.58
1989-11-01,-0.64
1989-12-01,-0.1
1990-01-01,-0.11
1990-02-01,-0.07
1990-03-01,-0.23
1990-04-01,0.09
1990-05-01,0.01
1990-06-01,-0.08
1990-07-01,-0.15
1990-08-01,-0.13
1990-09-01,-0.02
1990-10-01,-0.17
1990-11-01,-0.21
1990-12-01,-0.18
1991-01-01,-0.06
1991-02-01,0.04
1991-03-01,0.0
1991-04-01,-0.25
1991-05-01,0.15
1991-06-01,0.33
1991-07-01,0.16
1991-08-01,0.4
1991-09-01,0.57
1991-10-01,0.65
1991-11-01,0.96
1991-12-01,1.08
1992-01-01,1.04
1992-02-01,1.0
1992-03-01,1.06
1992-04-01,1.28
1992-05-01,1.3
1992-06-01,0.84
1992-07-01,0.75
1992-08-01,0.47
1992-09-01,0.34
1992-10-01,0.46
1992-11-01,0.42
1992-12-01,0.42
1993-01-01,0.54
1993-02-01,0.64
1993-03-01,0.79
1993-04-01,1.04
1993-05-01,1.17
1993-06-01,1.08
1993-07-01,0.77
1993-08-01,0.82
1993-09-01,0.88
1993-10-01,0.88
1993-11-01,0.75
1993-12-01,0.78
1994-01-01,0.42
1994-02-01,0.23
1994-03-01,0.3
1994-04-01,0.49
1994-05-01,0.45
1994-06-01,0.56
1994-07-01,0.31
1994-08-01,0.17
1994-09-01,0.35
1994-10-01,0.67
1994-11-01,0.73
1994-12-01,0.75
1995-01-01,0.82
1995-02-01,0.58
1995-03-01,0.5
1995-04-01,0.2
1995-05-01,0.24
1995-06-01,0.39
1995-07-01,0.29
1995-08-01,-0.23
1995-09-01,-0.22
1995-10-01,-0.53
1995-11-01,-0.66
1995-12-01,-0.69
1996-01-01,-0.34
1996-02-01,-0.48
1996-03-01,-0.15
1996-04-01,-0.31
1996-05-01,-0.22
1996-06-01,-0.15
1996-07-01,-0.29
1996-08-01,-0.3
1996-09-01,-0.26
1996-10-01,-0.19
1996-11-01,-0.02
1996-12-01,-0.33
1997-01-01,0.07
1997-02-01,-0.0
1997-03-01,0.07
1997-04-01,0.41
1997-05-01,0.85
1997-06-01,1.35
1997-07-01,1.34
1997-08-01,1.85
1997-09-01,1.92
1997-10-01,2.26
1997-11-01,2.26
1997-12-01,2.01
1998-01-01,2.14
1998-02-01,1.7
1998-03-01,1.33
1998-04-01,0.68
1998-05-01,0.25
1998-06-01,-0.24
1998-07-01,-0.54
1998-08-01,-0.58
1998-09-01,-0.69
1998-10-01,-1.18
1998-11-01,-1.17
1998-12-01,-1.3
1999-01-01,-1.38
1999-02-01,-1.2
1999-03-01,-1.01
1999-04-01,-1.23
1999-05-01,-1.1
1999-06-01,-1.19
1999-07-01,-1.14
1999-08-01,-1.3
1999-09-01,-1.3
1999-10-01,-1.52
1999-11-01,-1.66
1999-12-01,-1.44
2000-01-01,-1.5
2000-02-01,-1.15
2000-03-01,-0.85
2000-04-01,-0.69
2000-05-01,-0.84
2000-06-01,-0.84
2000-07-01,-1.06
2000-08-01,-0.87
2000-09-01,-0.84
2000-10-01,-0.74
2000-11-01,-0.73
2000-12-01,-0.64
2001-01-01,-0.52
2001-02-01,-0.54
2001-03-01,-0.26
2001-04-01,-0.19
2001-05-01,-0.46
2001-06-01,-0.43
2001-07-01,-0.54
2001-08-01,-0.32
2001-09-01,-0.62
2001-10-01,-0.62
2001-11-01,-0.69
2001-12-01,-0.85
2002-01-01,-0.45
2002-02-01,-0.41
2002-03-01,-0.24
2002-04-01,-0.05
2002-05-01,-0.08
2002-06-01,0.16
2002-07-01,0.18
2002-08-01,0.35
2002-09-01,0.47
2002-10-01,0.76
2002-11-01,1.29
2002-12-01,1.19
2003-01-01,0.99
2003-02-01,0.77
2003-03-01,0.63
2003-04-01,0.01
2003-05-01,-0.35
2003-06-01,-0.3
2003-07-01,0.01
2003-08-01,-0.0
2003-09-01,-0.13
2003-10-01,0.36
2003-11-01,0.44
2003-12-01,0.32
2004-01-01,0.13
2004-02-01,-0.0
2004-03-01,0.1
2004-04-01,0.13
2004-05-01,-0.16
2004-06-01,-0.22
2004-07-01,-0.22
2004-08-01,0.04
2004-09-01,0.28
2004-10-01,0.19
2004-11-01,0.29
2004-12-01,0.71
2005-01-01,0.58
2005-02-01,-0.03
2005-03-01,0.25
2005-04-01,0.15
2005-05-01,0.29
2005-06-01,0.08
2005-07-01,-0.11
2005-08-01,-0.28
2005-09-01,-0.61
2005-10-01,-0.81
2005-11-01,-0.94
2005-12-01,-0.81
2006-01-01,-0.42
2006-02-01,-0.43
2006-03-01,-0.34
2006-04-01,-0.47
2006-05-01,-0.35
2006-06-01,-0.0
2006-07-01,0.18
2006-08-01,0.27
2006-09-01,0.44
2006-10-01,0.76
2006-11-01,0.89
2006-12-01,1.14
2007-01-01,0.78
2007-02-01,0.31
2007-03-01,0.04
2007-04-01,0.01
2007-05-01,-0.35
2007-06-01,-0.34
2007-07-01,-0.28
2007-08-01,-0.72
2007-09-01,-1.17
2007-10-01,-1.59
2007-11-01,-1.67
2007-12-01,-1.32
2008-01-01,-1.56
2008-02-01,-1.39
2008-03-01,-1.01
2008-04-01,-1.05
2008-05-01,-0.73
2008-06-01,-0.56
2008-07-01,-0.41
2008-08-01,-0.32
2008-09-01,-0.49
2008-10-01,-0.67
2008-11-01,-0.7
2008-12-01,-0.97
2009-01-01,-1.01
2009-02-01,-0.99
2009-03-01,-0.89
2009-04-01,-0.53
2009-05-01,-0.05
2009-06-01,0.31
2009-07-01,0.4
2009-08-01,0.54
2009-09-01,0.68
2009-10-01,0.81
2009-11-01,1.08
2009-12-01,1.16
2010-01-01,1.04
2010-02-01,0.73
2010-03-01,0.49
2010-04-01,0.43
2010-05-01,-0.03
2010-06-01,-0.57
2010-07-01,-1.19
2010-08-01,-1.53
2010-09-01,-1.81
2010-10-01,-1.84
2010-11-01,-1.67
2010-12-01,-1.83
